timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672065927976,3706,POST REGISTER,201,Created,Thread Group Normal Test 1-38,text,false,"The operation lasted too long: It took 3,706 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,724,72,72,https://market-final-project.herokuapp.com/auth/register,3689,0,3283
1672065925164,7518,POST REGISTER,201,Created,Thread Group Normal Test 1-3,text,false,"The operation lasted too long: It took 7,518 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,84,84,https://market-final-project.herokuapp.com/auth/register,7518,0,6190
1672065925640,7048,POST REGISTER,201,Created,Thread Group Normal Test 1-13,text,false,"The operation lasted too long: It took 7,048 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,84,84,https://market-final-project.herokuapp.com/auth/register,7048,0,5663
1672065929263,3425,POST REGISTER,201,Created,Thread Group Normal Test 1-48,text,false,"The operation lasted too long: It took 3,425 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,84,84,https://market-final-project.herokuapp.com/auth/register,3425,0,2033
1672065925186,7505,POST REGISTER,201,Created,Thread Group Normal Test 1-5,text,false,"The operation lasted too long: It took 7,505 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,84,84,https://market-final-project.herokuapp.com/auth/register,7505,0,6155
1672065925179,7513,POST REGISTER,201,Created,Thread Group Normal Test 1-4,text,false,"The operation lasted too long: It took 7,513 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,736,84,84,https://market-final-project.herokuapp.com/auth/register,7512,0,6172
1672065926654,6044,POST REGISTER,201,Created,Thread Group Normal Test 1-24,text,false,"The operation lasted too long: It took 6,044 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,84,84,https://market-final-project.herokuapp.com/auth/register,6044,0,4672
1672065926434,6266,POST REGISTER,201,Created,Thread Group Normal Test 1-22,text,false,"The operation lasted too long: It took 6,266 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,84,84,https://market-final-project.herokuapp.com/auth/register,6266,0,4941
1672065928072,4640,POST REGISTER,201,Created,Thread Group Normal Test 1-39,text,false,"The operation lasted too long: It took 4,640 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,84,84,https://market-final-project.herokuapp.com/auth/register,4640,0,3343
1672065925550,7163,POST REGISTER,201,Created,Thread Group Normal Test 1-12,text,false,"The operation lasted too long: It took 7,163 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,84,84,https://market-final-project.herokuapp.com/auth/register,7163,0,5854
1672065925435,7277,POST REGISTER,201,Created,Thread Group Normal Test 1-11,text,false,"The operation lasted too long: It took 7,277 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,84,84,https://market-final-project.herokuapp.com/auth/register,7277,0,5978
1672065927637,5079,POST REGISTER,201,Created,Thread Group Normal Test 1-34,text,false,"The operation lasted too long: It took 5,079 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,84,84,https://market-final-project.herokuapp.com/auth/register,5079,0,3770
1672065926386,6391,POST REGISTER,201,Created,Thread Group Normal Test 1-21,text,false,"The operation lasted too long: It took 6,391 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,85,85,https://market-final-project.herokuapp.com/auth/register,6390,0,4927
1672065925908,6869,POST REGISTER,201,Created,Thread Group Normal Test 1-16,text,false,"The operation lasted too long: It took 6,869 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,85,85,https://market-final-project.herokuapp.com/auth/register,6869,0,5369
1672065928159,4625,POST REGISTER,201,Created,Thread Group Normal Test 1-40,text,false,"The operation lasted too long: It took 4,625 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,85,85,https://market-final-project.herokuapp.com/auth/register,4625,0,3159
1672065926527,6261,POST REGISTER,201,Created,Thread Group Normal Test 1-23,text,false,"The operation lasted too long: It took 6,261 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,85,85,https://market-final-project.herokuapp.com/auth/register,6261,0,4746
1672065926113,6689,POST REGISTER,201,Created,Thread Group Normal Test 1-18,text,false,"The operation lasted too long: It took 6,689 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,85,85,https://market-final-project.herokuapp.com/auth/register,6689,0,5171
1672065927698,5473,POST REGISTER,201,Created,Thread Group Normal Test 1-35,text,false,"The operation lasted too long: It took 5,473 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,90,90,https://market-final-project.herokuapp.com/auth/register,5473,0,3628
1672065925187,7996,POST REGISTER,201,Created,Thread Group Normal Test 1-6,text,false,"The operation lasted too long: It took 7,996 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,90,90,https://market-final-project.herokuapp.com/auth/register,7996,0,6156
1672065930256,2929,POST REGISTER,201,Created,Thread Group Normal Test 1-57,text,false,"The operation lasted too long: It took 2,929 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,90,90,https://market-final-project.herokuapp.com/auth/register,2929,0,1086
1672065926226,6965,POST REGISTER,201,Created,Thread Group Normal Test 1-19,text,false,"The operation lasted too long: It took 6,965 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,728,90,90,https://market-final-project.herokuapp.com/auth/register,6965,0,5127
1672065929723,4437,POST REGISTER,201,Created,Thread Group Normal Test 1-54,text,false,"The operation lasted too long: It took 4,437 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,736,100,100,https://market-final-project.herokuapp.com/auth/register,4437,0,1689
1672065926299,7866,POST REGISTER,201,Created,Thread Group Normal Test 1-20,text,false,"The operation lasted too long: It took 7,866 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,100,100,https://market-final-project.herokuapp.com/auth/register,7866,0,5122
1672065932279,1888,POST LOGIN,201,Created,Thread Group Normal Test 1-38,text,false,"The operation lasted too long: It took 1,888 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1888,0,0
1672065928327,5984,POST REGISTER,201,Created,Thread Group Normal Test 1-42,text,false,"The operation lasted too long: It took 5,984 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,100,100,https://market-final-project.herokuapp.com/auth/register,5984,0,3099
1672065928232,6083,POST REGISTER,201,Created,Thread Group Normal Test 1-41,text,false,"The operation lasted too long: It took 6,083 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,744,100,100,https://market-final-project.herokuapp.com/auth/register,6083,0,3191
1672065929622,4695,POST REGISTER,201,Created,Thread Group Normal Test 1-53,text,false,"The operation lasted too long: It took 4,695 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,100,100,https://market-final-project.herokuapp.com/auth/register,4695,0,1808
1672065928591,5726,POST REGISTER,201,Created,Thread Group Normal Test 1-45,text,false,"The operation lasted too long: It took 5,726 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,100,100,https://market-final-project.herokuapp.com/auth/register,5726,0,2835
1672065926817,7509,POST REGISTER,201,Created,Thread Group Normal Test 1-26,text,false,"The operation lasted too long: It took 7,509 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,100,100,https://market-final-project.herokuapp.com/auth/register,7509,0,4610
1672065928423,5912,POST REGISTER,201,Created,Thread Group Normal Test 1-43,text,false,"The operation lasted too long: It took 5,912 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,724,100,100,https://market-final-project.herokuapp.com/auth/register,5912,0,3004
1672065925164,9173,POST REGISTER,201,Created,Thread Group Normal Test 1-2,text,false,"The operation lasted too long: It took 9,173 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,9173,0,6264
1672065927896,6445,POST REGISTER,201,Created,Thread Group Normal Test 1-37,text,false,"The operation lasted too long: It took 6,445 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,6445,0,3535
1672065925275,9068,POST REGISTER,201,Created,Thread Group Normal Test 1-9,text,false,"The operation lasted too long: It took 9,068 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,9068,0,6159
1672065925168,9177,POST REGISTER,201,Created,Thread Group Normal Test 1-7,text,false,"The operation lasted too long: It took 9,177 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,100,100,https://market-final-project.herokuapp.com/auth/register,9177,0,6256
1672065925368,8978,POST REGISTER,201,Created,Thread Group Normal Test 1-10,text,false,"The operation lasted too long: It took 8,978 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,8978,0,6066
1672065927793,6555,POST REGISTER,201,Created,Thread Group Normal Test 1-36,text,false,"The operation lasted too long: It took 6,555 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,100,100,https://market-final-project.herokuapp.com/auth/register,6555,0,3638
1672065925185,9158,POST REGISTER,201,Created,Thread Group Normal Test 1-8,text,false,"The operation lasted too long: It took 9,158 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,744,100,100,https://market-final-project.herokuapp.com/auth/register,9158,0,6248
1672065930570,3780,POST REGISTER,201,Created,Thread Group Normal Test 1-58,text,false,"The operation lasted too long: It took 3,780 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,100,100,https://market-final-project.herokuapp.com/auth/register,3780,0,871
1672065929922,4419,POST REGISTER,201,Created,Thread Group Normal Test 1-56,text,false,"The operation lasted too long: It took 4,419 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,100,100,https://market-final-project.herokuapp.com/auth/register,4419,0,1510
1672065927325,7017,POST REGISTER,201,Created,Thread Group Normal Test 1-31,text,false,"The operation lasted too long: It took 7,017 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,7017,0,4107
1672065927203,7154,POST REGISTER,201,Created,Thread Group Normal Test 1-30,text,false,"The operation lasted too long: It took 7,154 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,100,100,https://market-final-project.herokuapp.com/auth/register,7154,0,4233
1672065932713,1788,POST LOGIN,201,Created,Thread Group Normal Test 1-39,text,false,"The operation lasted too long: It took 1,788 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1788,0,0
1672065932701,1938,POST LOGIN,201,Created,Thread Group Normal Test 1-22,text,false,"The operation lasted too long: It took 1,938 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1938,0,0
1672065932689,2008,POST LOGIN,201,Created,Thread Group Normal Test 1-48,text,false,"The operation lasted too long: It took 2,008 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,2008,0,0
1672065932690,2067,POST LOGIN,201,Created,Thread Group Normal Test 1-3,text,false,"The operation lasted too long: It took 2,067 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,2067,0,0
1672065932778,2051,POST LOGIN,201,Created,Thread Group Normal Test 1-16,text,false,"The operation lasted too long: It took 2,051 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,2051,0,0
1672065932785,2116,POST LOGIN,201,Created,Thread Group Normal Test 1-40,text,false,"The operation lasted too long: It took 2,116 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,2116,0,0
1672065932806,2158,POST LOGIN,201,Created,Thread Group Normal Test 1-18,text,false,"The operation lasted too long: It took 2,158 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,2158,0,0
1672065933172,1930,POST LOGIN,201,Created,Thread Group Normal Test 1-35,text,false,"The operation lasted too long: It took 1,930 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1930,0,0
1672065927634,7620,POST REGISTER,201,Created,Thread Group Normal Test 1-33,text,false,"The operation lasted too long: It took 7,620 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,744,100,100,https://market-final-project.herokuapp.com/auth/register,7620,0,3803
1672065930637,4619,POST REGISTER,201,Created,Thread Group Normal Test 1-59,text,false,"The operation lasted too long: It took 4,619 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,756,100,100,https://market-final-project.herokuapp.com/auth/register,4619,0,813
1672065931461,3795,POST REGISTER,201,Created,Thread Group Normal Test 1-64,text,false,"The operation lasted too long: It took 3,795 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,3795,0,783
1672065929531,5726,POST REGISTER,201,Created,Thread Group Normal Test 1-51,text,false,"The operation lasted too long: It took 5,726 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,724,100,100,https://market-final-project.herokuapp.com/auth/register,5726,0,1906
1672065931579,3745,POST REGISTER,201,Created,Thread Group Normal Test 1-69,text,false,"The operation lasted too long: It took 3,745 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,3745,0,795
1672065931617,4060,POST REGISTER,201,Created,Thread Group Normal Test 1-72,text,false,"The operation lasted too long: It took 4,060 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,736,100,100,https://market-final-project.herokuapp.com/auth/register,4060,0,803
1672065934166,1586,POST LOGIN,201,Created,Thread Group Normal Test 1-20,text,false,"The operation lasted too long: It took 1,586 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1586,0,0
1672065931727,4025,POST REGISTER,201,Created,Thread Group Normal Test 1-73,text,false,"The operation lasted too long: It took 4,025 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,728,100,100,https://market-final-project.herokuapp.com/auth/register,4025,0,846
1672065931795,3957,POST REGISTER,201,Created,Thread Group Normal Test 1-75,text,false,"The operation lasted too long: It took 3,957 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,732,100,100,https://market-final-project.herokuapp.com/auth/register,3957,0,778
1672065932132,3638,POST REGISTER,201,Created,Thread Group Normal Test 1-79,text,false,"The operation lasted too long: It took 3,638 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,3637,0,827
1672065934161,1657,POST LOGIN,201,Created,Thread Group Normal Test 1-54,text,false,"The operation lasted too long: It took 1,657 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1657,0,0
1672065934338,1553,POST LOGIN,201,Created,Thread Group Normal Test 1-2,text,false,"The operation lasted too long: It took 1,553 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1553,0,0
1672065934347,1630,POST LOGIN,201,Created,Thread Group Normal Test 1-10,text,false,"The operation lasted too long: It took 1,630 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1630,0,0
1672065934343,1694,POST LOGIN,201,Created,Thread Group Normal Test 1-9,text,false,"The operation lasted too long: It took 1,694 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1693,0,0
1672065934317,1786,POST LOGIN,201,Created,Thread Group Normal Test 1-53,text,false,"The operation lasted too long: It took 1,786 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1786,0,0
1672065934318,1848,POST LOGIN,201,Created,Thread Group Normal Test 1-45,text,false,"The operation lasted too long: It took 1,848 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1848,0,0
1672065934351,1890,POST LOGIN,201,Created,Thread Group Normal Test 1-56,text,false,"The operation lasted too long: It took 1,890 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1890,0,0
1672065932436,3867,POST REGISTER,201,Created,Thread Group Normal Test 1-82,text,false,"The operation lasted too long: It took 3,867 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,100,100,https://market-final-project.herokuapp.com/auth/register,3867,0,791
1672065932623,3690,POST REGISTER,201,Created,Thread Group Normal Test 1-84,text,false,"The operation lasted too long: It took 3,690 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,748,100,100,https://market-final-project.herokuapp.com/auth/register,3689,0,800
1672065934346,1967,POST LOGIN,201,Created,Thread Group Normal Test 1-7,text,false,"The operation lasted too long: It took 1,967 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,1966,0,0
1672065932527,3786,POST REGISTER,201,Created,Thread Group Normal Test 1-83,text,false,"The operation lasted too long: It took 3,786 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,3786,0,803
1672065933015,3313,POST REGISTER,201,Created,Thread Group Normal Test 1-88,text,false,"The operation lasted too long: It took 3,313 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,3313,0,759
1672065932820,3510,POST REGISTER,201,Created,Thread Group Normal Test 1-86,text,false,"The operation lasted too long: It took 3,510 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,3510,0,777
1672065933205,3124,POST REGISTER,201,Created,Thread Group Normal Test 1-91,text,false,"The operation lasted too long: It took 3,124 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,760,100,100,https://market-final-project.herokuapp.com/auth/register,3124,0,784
1672065933130,3204,POST REGISTER,201,Created,Thread Group Normal Test 1-90,text,false,"The operation lasted too long: It took 3,204 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,100,100,https://market-final-project.herokuapp.com/auth/register,3204,0,809
1672065932920,3413,POST REGISTER,201,Created,Thread Group Normal Test 1-87,text,false,"The operation lasted too long: It took 3,413 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,3413,0,770
1672065932689,3664,POST LOGIN,201,Created,Thread Group Normal Test 1-13,text,false,"The operation lasted too long: It took 3,664 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,3664,0,0
1672065934169,2201,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-38,text,false,"The operation lasted too long: It took 2,201 milliseconds, but should not have lasted longer than 1,000 milliseconds.",670,50437,100,100,https://market-final-project.herokuapp.com/seller/product,2201,0,0
1672065934967,1416,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-18,text,false,"The operation lasted too long: It took 1,416 milliseconds, but should not have lasted longer than 1,000 milliseconds.",670,50464,100,100,https://market-final-project.herokuapp.com/seller/product,1416,0,0
1672065934904,1483,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-40,text,false,"The operation lasted too long: It took 1,483 milliseconds, but should not have lasted longer than 1,000 milliseconds.",670,50419,100,100,https://market-final-project.herokuapp.com/seller/product,1483,0,0
1672065934640,1755,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-22,text,false,"The operation lasted too long: It took 1,755 milliseconds, but should not have lasted longer than 1,000 milliseconds.",670,50482,100,100,https://market-final-project.herokuapp.com/seller/product,1755,0,0
1672065925165,11306,POST REGISTER,201,Created,Thread Group Normal Test 1-1,text,false,"The operation lasted too long: It took 11,306 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,744,100,100,https://market-final-project.herokuapp.com/auth/register,11306,0,6216
1672065932691,3785,POST LOGIN,201,Created,Thread Group Normal Test 1-5,text,false,"The operation lasted too long: It took 3,785 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,3784,0,0
1672065935755,821,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-20,text,true,,670,50455,100,100,https://market-final-project.herokuapp.com/seller/product,821,0,0
1672065936315,348,POST LOGIN,201,Created,Thread Group Normal Test 1-84,text,true,,563,349,100,100,https://market-final-project.herokuapp.com/auth/login,348,0,0
1672065932692,3985,POST LOGIN,201,Created,Thread Group Normal Test 1-4,text,false,"The operation lasted too long: It took 3,985 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,3985,0,0
1672065936315,417,POST LOGIN,201,Created,Thread Group Normal Test 1-83,text,true,,563,349,100,100,https://market-final-project.herokuapp.com/auth/login,416,0,0
1672065935822,956,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-54,text,true,,670,50428,100,100,https://market-final-project.herokuapp.com/seller/product,956,0,0
1672065932701,4103,POST LOGIN,201,Created,Thread Group Normal Test 1-24,text,false,"The operation lasted too long: It took 4,103 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,4103,0,0
1672065936476,383,POST LOGIN,201,Created,Thread Group Normal Test 1-1,text,true,,563,349,100,100,https://market-final-project.herokuapp.com/auth/login,383,0,0
1672065936107,814,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-53,text,true,,670,50464,100,100,https://market-final-project.herokuapp.com/seller/product,814,0,0
1672065936039,882,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-9,text,true,,670,50509,100,100,https://market-final-project.herokuapp.com/seller/product,882,0,0
1672065929577,7377,POST REGISTER,201,Created,Thread Group Normal Test 1-52,text,false,"The operation lasted too long: It took 7,377 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,724,100,100,https://market-final-project.herokuapp.com/auth/register,7377,0,1811
1672065936169,787,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-45,text,true,,670,50509,100,100,https://market-final-project.herokuapp.com/seller/product,787,0,0
1672065927104,9852,POST REGISTER,201,Created,Thread Group Normal Test 1-29,text,false,"The operation lasted too long: It took 9,852 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,9852,0,4300
1672065936779,281,GET SELLER PRODUCT,200,OK,Thread Group Normal Test 1-54,text,true,,711,408,100,100,https://market-final-project.herokuapp.com/seller/product,281,0,0
1672065932714,4383,POST LOGIN,201,Created,Thread Group Normal Test 1-12,text,false,"The operation lasted too long: It took 4,383 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,4383,0,0
1672065936316,824,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-7,text,true,,670,50500,100,100,https://market-final-project.herokuapp.com/seller/product,824,0,0
1672065932716,4516,POST LOGIN,201,Created,Thread Group Normal Test 1-11,text,false,"The operation lasted too long: It took 4,516 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,4516,0,0
1672065936955,340,POST LOGIN,201,Created,Thread Group Normal Test 1-52,text,true,,563,349,100,100,https://market-final-project.herokuapp.com/auth/login,340,0,0
1672065936958,355,GET SELLER PRODUCT,200,OK,Thread Group Normal Test 1-45,text,true,,711,408,100,100,https://market-final-project.herokuapp.com/seller/product,355,0,0
1672065937061,295,GET SELLER PRODUCT BY ID,200,OK,Thread Group Normal Test 1-54,text,true,,709,414,100,100,https://market-final-project.herokuapp.com/seller/product/44106,295,0,0
1672065932716,4652,POST LOGIN,201,Created,Thread Group Normal Test 1-34,text,false,"The operation lasted too long: It took 4,652 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,4652,0,0
1672065937141,318,GET SELLER PRODUCT,200,OK,Thread Group Normal Test 1-7,text,true,,711,408,100,100,https://market-final-project.herokuapp.com/seller/product,318,0,0
1672065936664,829,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-84,text,true,,670,50464,100,100,https://market-final-project.herokuapp.com/seller/product,829,0,0
1672065932789,4755,POST LOGIN,201,Created,Thread Group Normal Test 1-23,text,false,"The operation lasted too long: It took 4,755 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,4754,0,0
1672065937357,288,DELETE SELLER PRODUCT BY ID,200,OK,Thread Group Normal Test 1-54,text,true,,322,436,100,100,https://market-final-project.herokuapp.com/seller/product/44106,288,0,0
1672065937459,284,GET SELLER PRODUCT BY ID,200,OK,Thread Group Normal Test 1-7,text,true,,709,414,100,100,https://market-final-project.herokuapp.com/seller/product/44110,284,0,0
1672065932777,5064,POST LOGIN,201,Created,Thread Group Normal Test 1-21,text,false,"The operation lasted too long: It took 5,064 milliseconds, but should not have lasted longer than 1,000 milliseconds.",563,349,100,100,https://market-final-project.herokuapp.com/auth/login,5064,0,0
1672065937099,784,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-12,text,true,,670,50455,100,100,https://market-final-project.herokuapp.com/seller/product,784,0,0
1672065929873,8131,POST REGISTER,201,Created,Thread Group Normal Test 1-55,text,false,"The operation lasted too long: It took 8,131 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,8131,0,1550
1672065937235,787,POST SELLER PRODUCT,201,Created,Thread Group Normal Test 1-11,text,true,,670,50491,100,100,https://market-final-project.herokuapp.com/seller/product,787,0,0
1672065937743,293,DELETE SELLER PRODUCT BY ID,200,OK,Thread Group Normal Test 1-7,text,true,,322,436,100,100,https://market-final-project.herokuapp.com/seller/product/44110,293,0,0
1672065926744,11352,POST REGISTER,201,Created,Thread Group Normal Test 1-25,text,false,"The operation lasted too long: It took 11,352 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,11351,0,4673
1672065925833,12268,POST REGISTER,201,Created,Thread Group Normal Test 1-15,text,false,"The operation lasted too long: It took 12,268 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,736,100,100,https://market-final-project.herokuapp.com/auth/register,12268,0,5576
1672065929143,8973,POST REGISTER,201,Created,Thread Group Normal Test 1-47,text,false,"The operation lasted too long: It took 8,973 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,752,100,100,https://market-final-project.herokuapp.com/auth/register,8973,0,2271
1672065929408,8708,POST REGISTER,201,Created,Thread Group Normal Test 1-49,text,false,"The operation lasted too long: It took 8,708 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,720,100,100,https://market-final-project.herokuapp.com/auth/register,8708,0,2006
1672065926927,11310,POST REGISTER,201,Created,Thread Group Normal Test 1-27,text,false,"The operation lasted too long: It took 11,310 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,724,100,100,https://market-final-project.herokuapp.com/auth/register,11310,0,4502
1672065938006,343,POST LOGIN,201,Created,Thread Group Normal Test 1-55,text,true,,563,349,100,100,https://market-final-project.herokuapp.com/auth/login,343,0,0
1672065929015,9397,POST REGISTER,201,Created,Thread Group Normal Test 1-46,text,false,"The operation lasted too long: It took 9,397 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,740,100,100,https://market-final-project.herokuapp.com/auth/register,9397,0,2418
1672065927011,11410,POST REGISTER,201,Created,Thread Group Normal Test 1-28,text,false,"The operation lasted too long: It took 11,410 milliseconds, but should not have lasted longer than 1,000 milliseconds.",585,728,100,100,https://market-final-project.herokuapp.com/auth/register,11410,0,4412
